Unnamed: 0,Address,Location,Rent,Bed,Bath,Size,Description,Commute,Crime,Income,URL
291,"Alamo Square, San Francisco, CA",616 Steiner St,"$3,595/mo",1bd,1ba,"1,600 sqft","616 Steiner St, San Francisco, CA is a 1 bedroom, 1 bathroom single-family home. 616 Steiner St is located in Alamo Square, San Francisco. 616 Steiner St was listed for rent for $3,595/month on Mar 4, 2020. This property is pet friendly.",Commute40% of residents commute by car.,CrimeLow crime relative to the rest of San Francisco county.,"$129,420 ",https://www.trulia.com/p/ca/san-francisco/616-steiner-st-san-francisco-ca-94117--2082989377
292,"Union Street, San Francisco, CA",2922 Gough St,"$6,150/mo",2bd,1.5ba,"1,750 sqft","2922 Gough St, San Francisco, CA is a 2 bedroom, 1.5 bathroom single-family home. 2922 Gough St is located in Union Street, San Francisco. 2922 Gough St was listed for rent for $6,150/month on Mar 11, 2020.",Commute59% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$221,400 ",https://www.trulia.com/p/ca/san-francisco/2922-gough-st-san-francisco-ca-94123--2083043465
293,"Bernal Heights, San Francisco, CA",56 Nebraska St,"$6,995/mo",3bd,2ba,"6,700 sqft","56 Nebraska St, San Francisco, CA is a 3 bedroom, 2 bathroom, 2,000 sqft single-family home built in 1928. 56 Nebraska St is located in Bernal Heights, San Francisco. 56 Nebraska St was listed for rent for $6,995/month on Mar 12, 2020. This property is pet friendly.",Commute40% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$251,820 ",https://www.trulia.com/p/ca/san-francisco/56-nebraska-st-san-francisco-ca-94110--1064259636
294,"Castro, San Francisco, CA",56 Collingwood St,"$4,250/mo",1bd,1ba,"2,500 sqft","56 Collingwood St, San Francisco, CA is a 1 bedroom, 1 bathroom single-family home. 56 Collingwood St is located in Castro, San Francisco. 56 Collingwood St was listed for rent for $4,250/month on Mar 12, 2020. This property is pet friendly.",Commute51% of residents commute by car.,CrimeHigh crime relative to the rest of San Francisco county.,"$153,000 ",https://www.trulia.com/p/ca/san-francisco/56-collingwood-st-san-francisco-ca-94114--2082951377
295,"Sunnyside, San Francisco, CA",54 Martha Ave,"$4,200/mo",2bd,1.5ba,"1,200 sqft","54 Martha Ave, San Francisco, CA is a 2 bedroom, 1.5 bathroom, 1,225 sqft single-family home built in 1957. 54 Martha Ave is located in Sunnyside, San Francisco. 54 Martha Ave was listed for rent for $4,200/month on Mar 13, 2020. This property is pet friendly.",Commute59% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$151,200 ",https://www.trulia.com/p/ca/san-francisco/54-martha-ave-san-francisco-ca-94131--2083077409
296,"Rincon Hill, San Francisco, CA",400 Beale St,"$5,000/mo",1bd,1ba,"1,100 sqft","400 Beale St, San Francisco, CA is a 1 bedroom, 1 bathroom single-family home. 400 Beale St is located in Rincon Hill, San Francisco. 400 Beale St was listed for rent for $5,000/month on Mar 11, 2020.",Commute40% of residents commute by car.,CrimeLow crime relative to the rest of San Francisco county.,"$180,000 ",https://www.trulia.com/p/ca/san-francisco/400-beale-st-san-francisco-ca-94105--1001781322
297,"Merced Manor, San Francisco, CA",Address Not Disclosed,"$7,500/mo",3bd,3ba,"1,138 sqft","This home in San Francisco, CA is a 3 bedroom, 3 bathroom, 2,542 sqft single-family home built in 1995. This home is located in Merced Manor, San Francisco. This property was listed for rent for $7,500/month on Mar 11, 2020.",Commute68% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$270,000 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94132--2083083620
298,"Dogpatch, San Francisco, CA",1042 Tennessee St,"$6,490/mo",2bd,2ba,"1,150 sqft","1042 Tennessee St, San Francisco, CA is a 2 bedroom, 2 bathroom, 1,200 sqft single-family home built in 1892. 1042 Tennessee St is located in Dogpatch, San Francisco. 1042 Tennessee St was listed for rent for $6,490/month on Mar 6, 2020.",Commute57% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$233,640 ",https://www.trulia.com/p/ca/san-francisco/1042-tennessee-st-san-francisco-ca-94107--2082860152
299,"Outer Sunset, San Francisco, CA",1530 35th Ave,"$5,200/mo",3bd,3ba,"1,047 sqft","1530 35th Ave, San Francisco, CA is a 3 bedroom, 3 bathroom, 1,752 sqft single-family home built in 1932. 1530 35th Ave is located in Outer Sunset, San Francisco. 1530 35th Ave was listed for rent for $5,200/month on Mar 3, 2020.",Commute63% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$187,200 ",https://www.trulia.com/p/ca/san-francisco/1530-35th-ave-san-francisco-ca-94122--2083026571
300,"Corona Heights, San Francisco, CA",2443 15th St,"$6,998/mo",3bd,2ba,"1,788 sqft","2443 15th St, San Francisco, CA is a 3 bedroom, 2 bathroom single-family home. 2443 15th St is located in Corona Heights, San Francisco. 2443 15th St was listed for rent for $6,998/month on Mar 13, 2020.",Commute51% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$251,928 ",https://www.trulia.com/p/ca/san-francisco/2443-15th-st-san-francisco-ca-94114--2082944136
301,"Lone Mountain, San Francisco, CA",151 Masonic Ave,"$7,800/mo",4bd,3.5ba,"1,278 sqft","151 Masonic Ave, San Francisco, CA is a 4 bedroom, 3.5 bathroom, 2,000 sqft single-family home. 151 Masonic Ave is located in Lone Mountain, San Francisco. 151 Masonic Ave was listed for rent for $7,800/month on Mar 10, 2020.",Commute49% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$280,800 ",https://www.trulia.com/p/ca/san-francisco/151-masonic-ave-san-francisco-ca-94118--2439982438
302,"Lake Street, San Francisco, CA",Address Not Disclosed,"$9,995/mo",6bd,4ba,"1,000 sqft","This home in San Francisco, CA is a 6 bedroom, 4 bathroom, 3,000 sqft single-family home built in 1911. This home is located in Lake Street, San Francisco. This property was listed for rent for $9,995/month on Mar 6, 2020. This property is pet friendly.",Commute49% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$359,820 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94118--2082994290
303,"Marina, San Francisco, CA",Address Not Disclosed,"$9,900/mo",4bd,3.5ba,"1,600 sqft","This home in San Francisco, CA is a 4 bedroom, 3.5 bathroom, 1,710 sqft single-family home built in 1929. This home is located in Marina, San Francisco. This property was listed for rent for $9,900/month on Mar 7, 2020.",Commute59% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$356,400 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94123--2083043227
304,"University Mound, San Francisco, CA",1219 Felton St,"$7,500/mo",5bd,2.5ba,"1,327 sqft","1219 Felton St, San Francisco, CA is a 5 bedroom, 2.5 bathroom, 1,700 sqft single-family home built in 1974. 1219 Felton St is located in University Mound, San Francisco. 1219 Felton St was listed for rent for $7,500/month on Mar 11, 2020. This property is pet friendly.",Commute71% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$270,000 ",https://www.trulia.com/p/ca/san-francisco/1219-felton-st-san-francisco-ca-94134--2083099726
305,"Bernal Heights, San Francisco, CA",Address Not Disclosed,"$8,500/mo",4bd,2ba,"1,200 sqft","This home in San Francisco, CA is a 4 bedroom, 2 bathroom, 2,100 sqft single-family home built in 1908. This home is located in Bernal Heights, San Francisco. This property was listed for rent for $8,500/month on Mar 3, 2020. This property is pet friendly.",Commute40% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$306,000 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94110--2082899910
306,"Outer Sunset, San Francisco, CA",1239 35th Ave,"$7,500/mo",4bd,2ba,"1,533 sqft","1239 35th Ave, San Francisco, CA is a 4 bedroom, 2 bathroom, 2,073 sqft single-family home built in 1924. 1239 35th Ave is located in Outer Sunset, San Francisco. 1239 35th Ave was listed for rent for $7,500/month on Mar 4, 2020.",Commute63% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$270,000 ",https://www.trulia.com/p/ca/san-francisco/1239-35th-ave-san-francisco-ca-94122--1037556514
307,"Cow Hollow, San Francisco, CA",2328 Greenwich St,"$4,500/mo",1bd,1.5ba,"1,450 sqft","2328 Greenwich St, San Francisco, CA is a 1 bedroom, 1.5 bathroom, 600 sqft single-family home built in 1938. 2328 Greenwich St is located in Cow Hollow, San Francisco. 2328 Greenwich St was listed for rent for $4,500/month on Mar 7, 2020. This property is pet friendly.",Commute59% of residents commute by car.,CrimeLow crime relative to the rest of San Francisco county.,"$162,000 ",https://www.trulia.com/p/ca/san-francisco/2328-greenwich-st-san-francisco-ca-94123--1062257912
308,"Golden Gate Heights, San Francisco, CA",2326 Cecilia Ave,"$6,990/mo",4bd,2ba,"1,300 sqft","2326 Cecilia Ave, San Francisco, CA is a 4 bedroom, 2 bathroom, 1,950 sqft single-family home built in 1927. 2326 Cecilia Ave is located in Golden Gate Heights, San Francisco. 2326 Cecilia Ave was listed for rent for $6,990/month on Mar 8, 2020.",Commute67% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$251,640 ",https://www.trulia.com/p/ca/san-francisco/2326-cecilia-ave-san-francisco-ca-94116--2082972118
309,"University Mound, San Francisco, CA",225 Amherst St,"$5,995/mo",5bd,4ba,891 sqft,"225 Amherst St, San Francisco, CA is a 5 bedroom, 4 bathroom, 1,950 sqft single-family home built in 1957. 225 Amherst St is located in University Mound, San Francisco. 225 Amherst St was listed for rent for $5,995/month on Mar 10, 2020.",Commute71% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$215,820 ",https://www.trulia.com/p/ca/san-francisco/225-amherst-st-san-francisco-ca-94134--2083102745
310,"St. Marys Park, San Francisco, CA",263 Justin Dr,"$4,500/mo",2bd,1ba,"1,526 sqft","263 Justin Dr, San Francisco, CA is a 2 bedroom, 1 bathroom, 1,200 sqft single-family home built in 1926. 263 Justin Dr is located in St. Marys Park, San Francisco. 263 Justin Dr was listed for rent for $4,500/month on Mar 4, 2020.",Commute62% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$162,000 ",https://www.trulia.com/p/ca/san-francisco/263-justin-dr-san-francisco-ca-94112--2082927687
311,"Lower Haight, San Francisco, CA",552 Page St,"$10,000/mo",4bd,2.5ba,800 sqft,"552 Page St, San Francisco, CA is a 4 bedroom, 2.5 bathroom, 2,362 sqft single-family home. 552 Page St is located in Lower Haight, San Francisco. 552 Page St was listed for rent for $10,000/month on Mar 11, 2020.",Commute40% of residents commute by car.,CrimeLow crime relative to the rest of San Francisco county.,"$360,000 ",https://www.trulia.com/p/ca/san-francisco/552-page-st-san-francisco-ca-94117--2082988858
312,"Mission Terrace, San Francisco, CA",Address Not Disclosed,"$10,000/mo",5bd,2.5ba,"1,385 sqft","This home in San Francisco, CA is a 5 bedroom, 2.5 bathroom, 2,600 sqft single-family home built in 1925. This home is located in Mission Terrace, San Francisco. This property was listed for rent for $10,000/month on Mar 13, 2020. This property is pet friendly.",Commute62% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$360,000 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94112--2082925852
313,"St. Francis Wood, San Francisco, CA",140 San Pablo Ave,"$11,950/mo",4bd,3.5ba,"1,455 sqft","140 San Pablo Ave, San Francisco, CA is a 4 bedroom, 3.5 bathroom, 3,234 sqft single-family home built in 1922. 140 San Pablo Ave is located in St. Francis Wood, San Francisco. 140 San Pablo Ave was listed for rent for $11,950/month on Mar 13, 2020.",Commute71% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$430,200 ",https://www.trulia.com/p/ca/san-francisco/140-san-pablo-ave-san-francisco-ca-94127--1061024200
314,"Russian Hill, San Francisco, CA",Address Not Disclosed,"$14,500/mo",3bd,3.5ba,"1,346 sqft","This home in San Francisco, CA is a 3 bedroom, 3.5 bathroom single-family home. This home is located in Russian Hill, San Francisco. This property was listed for rent for $14,500/month on Mar 5, 2020. This property is pet friendly.",Commute27% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$522,000 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94133--2083095663
315,"Pacific Heights, San Francisco, CA",2460 Washington St,"$28,000/mo",4bd,4.5ba,"1,200 sqft","2460 Washington St, San Francisco, CA is a 4 bedroom, 4.5 bathroom, 3,571 sqft single-family home. 2460 Washington St is located in Pacific Heights, San Francisco. 2460 Washington St was listed for rent for $28,000/month on Mar 12, 2020.",Commute49% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$1,008,000 ",https://www.trulia.com/p/ca/san-francisco/2460-washington-st-san-francisco-ca-94115--1062381683
316,"Eureka Valley, San Francisco, CA",Address Not Disclosed,"$24,495/mo",5bd,4ba,"1,100 sqft","This home in San Francisco, CA is a 5 bedroom, 4 bathroom, 4,015 sqft single-family home built in 1896. This home is located in Eureka Valley, San Francisco. This property was listed for rent for $24,495/month on Mar 7, 2020.",Commute51% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$881,820 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94114--1062443024/rent
317,"Bernal Heights, San Francisco, CA",180 Manchester St,"$13,000/mo",3bd,3.5ba,"1,488 sqft","180 Manchester St, San Francisco, CA is a 3 bedroom, 3.5 bathroom, 2,015 sqft single-family home built in 1986. 180 Manchester St is located in Bernal Heights, San Francisco. 180 Manchester St was listed for rent for $13,000/month on Mar 3, 2020.",Commute40% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$468,000 ",https://www.trulia.com/p/ca/san-francisco/180-manchester-st-san-francisco-ca-94110--2082898483
318,"Anza Vista, San Francisco, CA",Address Not Disclosed,"$13,995/mo",3bd,3.5ba,"2,055 sqft","This home in San Francisco, CA is a 3 bedroom, 3.5 bathroom single-family home built in 1956. This home is located in Anza Vista, San Francisco. This property was listed for rent for $13,995/month on Mar 11, 2020. This property is pet friendly.",Commute49% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$503,820 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94115--2206483090
319,"Pacific Heights, San Francisco, CA",Address Not Disclosed,"$18,000/mo",3bd,2.5ba,"1,144 sqft","This home in San Francisco, CA is a 3 bedroom, 2.5 bathroom, 2,721 sqft single-family home built in 1913. This home is located in Pacific Heights, San Francisco. This property was listed for rent for $18,000/month on Mar 4, 2020.",Commute59% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$648,000 ",https://www.trulia.com/p/ca/san-francisco/address-not-disclosed-san-francisco-ca-94123--2083041657
320,"Outer Sunset, San Francisco, CA",1648 21st Ave,"$5,395/mo",4bd,2ba,"1,080 sqft","1648 21st Ave, San Francisco, CA is a 4 bedroom, 2 bathroom, 1,125 sqft single-family home built in 1914. 1648 21st Ave is located in Outer Sunset, San Francisco. 1648 21st Ave was listed for rent for $5,395/month on Jan 14, 2020.",Commute63% of residents commute by car.,CrimeLowest crime relative to the rest of San Francisco county.,"$194,220 ",https://www.trulia.com/p/ca/san-francisco/1648-21st-ave-san-francisco-ca-94122--2083028805
